Name	Set/Number	ImageFile	Rarity	Series	Formats	Type	Nation	Clan	Race	Grade	Skill	Power	Critical	Shield	Trigger	Trigger Power	Script	Ability 1	Ability 2	Ability 3
Exotic Jerker	D-PS01/081EN	dps01_081en	C	-	Premium	Trigger Unit	Dark Zone	Pale Moon	Elf	0	Boost	4000	1	15000	Critical	+10000	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Convert Bunny	D-PS01/082EN	dps01_082en	C	-	Premium	Trigger Unit	Dark Zone	Pale Moon	Warbeast	0	Boost	4000	1	15000	Critical	+10000	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Nightmare Doll, Lindy	D-VS01/060EN	dvs01_060en	RRR	V Series	V Premium, Premium	Trigger Unit	Dark Zone	Pale Moon	Workeroid	3	Twin Drive!!	10000	1	15000	Heal	+10000	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Progenitor Dragon of Gloomy Dark, Formido	V-SS01/004EN	vss01_004en	GR	-	Premium	G Unit	Dark Zone	-	Abyss Dragon	4	Triple Drive!!!	15000	1	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Dragon Masquerade, Harri	G-RC02/027EN	grc02_027en	RRR	-	Premium	G Unit	Dark Zone	Pale Moon	Elf	4	Triple Drive!!!	15000	1	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Dreamiy Axel, Milward	G-FC03/005EN	gfc03_005en	GR	-	Premium	G Unit	Dark Zone	Pale Moon	Warbeast	4	Triple Drive!!!	15000	1	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Nightmare Doll of the Abyss, Beatrix	G-FC02/019EN	gfc02_019en	RRR	-	Premium	G Unit	Dark Zone	Pale Moon	Workeroid	4	Triple Drive!!!	15000	1	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Desire Devil, Dofund	D-SS02/003EN	dss02_003en	RRR	D Series	Standard, Premium	Normal Unit	Dark States	-	Demon	3	Twin Drive!!, Persona Ride	13000	1	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Avaricious Demonic Dragon, Greedon	D-BT03/003EN	dbt03_003en	RRR	D Series	Standard, Premium	Normal Unit	Dark States	-	Abyss Dragon	3	Twin Drive!!, Persona Ride	13000	1	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Miracle Pop, Eva	BT12/018EN	bt12_018en	RR	-	Premium	Normal Unit	Dark Zone	Pale Moon	Elf	3	Twin Drive!!	11000	1	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Miss Direction	BT15/079EN	bt15_079en	C	-	Premium	Normal Unit	Dark Zone	Pale Moon	Succubus	2	Intercept	8000	1	5000	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Dancing Princess of the Night Sky	BT07/030EN	bt07_030en	R	-	Premium	Normal Unit	Dark Zone	Pale Moon	Elf	2	Intercept	8000	1	5000	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Fluster Cadet	V-BT02/077EN	vbt02_077en	C	V Series	V Premium, Premium	Normal Unit	Dark Zone	Pale Moon	Warbeast	1	Boost	8000	1	10000	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Brassie Bunny	BT15/080EN	bt15_080en	C	-	Premium	Normal Unit	Dark Zone	Pale Moon	High Beast	1	Boost	6000	1	5000	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Darkside Sword Master	D-VS03/063EN	dvs03_063en	RRR	V Series	V Premium, Premium	Trigger Unit	Dark Zone	Pale Moon	Succubus	0	Boost	5000	1	30000	Critical	+10000	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
