Name	Set/Number	ImageFile	Rarity	Series	Formats	Type	Nation	Clan	Race	Grade	Skill	Power	Critical	Shield	Trigger	Trigger Power	Script	Ability 1	Ability 2	Ability 3
Silver Thorn Assistant, Zelma	BT15/036EN	bt15_036en	R	-	Premium	Normal Unit	Dark Zone	Pale Moon	Warbeast	1	Boost	7000	1	5000	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Silver Thorn Beast Tamer, Lolotte	G-CHB03/039EN	gchb03_039en	C	-	Premium	Normal Unit	Dark Zone	Pale Moon	Warbeast	0	Boost	5000	1	10000	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Silver Thorn Beast Tamer, Emile	BT15/081EN	bt15_081en	C	-	Premium	Normal Unit	Dark Zone	Pale Moon	Elf	0	Boost	5000	1	10000	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Hades Hypnotist	V-SS08/063EN	vss08_063en	RRR	V Series	V Premium, Premium	Trigger Unit	Dark Zone	Pale Moon	Demon	0	Boost	5000	1	0	Draw	+10000	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Silver Thorn, Barking Dragon	V-BT06/081EN	vbt06_081en	C	V Series	V Premium, Premium	Trigger Unit	Dark Zone	Pale Moon	Dinodragon	0	Boost	5000	1	15000	Critical	+10000	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Candy Clown	V-BT06/084EN	vbt06_084en	C	V Series	V Premium, Premium	Trigger Unit	Dark Zone	Pale Moon	Demon	0	Boost	5000	1	20000	Heal	+10000	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Silver Thorn Assistant, Dixie	G-BT06/082EN	gbt06_082en	C	-	Premium	Trigger Unit	Dark Zone	Pale Moon	Warbeast	0	Boost	4000	1	10000	Critical	+5000	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Spiritual King of Determination, Olbaria	D-PR/022EN	dpr_022en	PR	D Series	Standard, Premium	Trigger Unit	-	-	Elemental	0	Boost	5000	1	50000	Over	+100000000	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Masquerade Master, Harri	V-SS09/113EN	vss09_113en	RRR	-	Premium	G Unit	Dark Zone	Pale Moon	Elf	4	Triple Drive!!!	15000	1	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Midair Megatrick, Yvette	V-SS05/018EN	vss05_018en	RRR	-	Premium	G Unit	Dark Zone	Pale Moon	Succubus	4	Triple Drive!!!	15000	1	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Fancy Megatrick, Darklord Princess	V-SS01/023EN	vss01_023en	RRR	-	Premium	G Unit	Dark Zone	Pale Moon	Human	4	Triple Drive!!!	15000	1	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Kinesis Megatrick, Coulthard	G-RC02/048EN	grc02_048en	RR	-	Premium	G Unit/G-Guardian	Dark Zone	Pale Moon	Human	4	-	-	-	15000	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Parallel Megatrick, Fairfield	G-CHB03/001EN	gchb03_001en	GR	-	Premium	G Unit	Dark Zone	Pale Moon	Human	4	Triple Drive!!!	15000	1	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Silver Thorn Dragon Master, Venus Luquier	G-CHB03/003EN	gchb03_003en	RRR	-	Premium	G Unit	Dark Zone	Pale Moon	Elf	4	Triple Drive!!!	15000	1	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Jester Demonic Dragon, Wandering Dragon	G-CHB03/016EN	gchb03_016en	R	-	Premium	G Unit/G-Guardian	Dark Zone	Pale Moon	Abyss Dragon	4	-	-	-	15000	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Chainsaw Megatrick, Furnival	G-FC03/041EN	gfc03_041en	RR	-	Premium	G Unit/G-Guardian	Dark Zone	Pale Moon	Human	4	-	-	-	15000	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
Silver Thorn Dragon Master, Mystique Luquier	G-FC01/019EN	gfc01_019en	RRR	-	Premium	G Unit	Dark Zone	Pale Moon	Elf	4	Triple Drive!!!	15000	1	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>			
